Source IP,Destination IP,tsScore,dsScore,Connection Count,Predicted Score,Residuals,Malicious
10.0.0.102,46.29.183.211,0.21641210080564333,0.7932300233004382,105,0.5048210620530392,1.5543122344752192e-15,No
10.3.16.101,193.124.176.37,0.6444598801162821,0.3681396711799895,21,0.5062997756481382,-2.4424906541753444e-15,No
192.168.200.8,185.141.24.71,0.6635701275045537,0.35241328690650225,42,0.5079917072055306,-2.55351295663786e-15,No
10.11.15.101,170.238.117.187,0.6666666666666666,0.3572789631404538,27,0.5119728149035628,-2.55351295663786e-15,No
10.2.21.201,185.42.14.74,0.432969161055696,0.5954714212174695,51,0.5142202911365832,-4.440892098500626e-16,No
10.11.15.101,195.201.56.70,0.22244483608824564,0.8178229081003289,78,0.5201338720942855,1.7763568394002505e-15,Yes
10.11.11.101,178.249.187.151,0.23052187767156287,0.8197724313446977,27,0.5251471545081285,1.7763568394002505e-15,Yes
10.10.2.103,185.82.218.110,0.5334259280693225,0.5253802959735577,24,0.5294031120214413,-1.1102230246251565e-15,No
10.6.30.101,49.51.37.177,0.4704301075268817,0.5891927083333334,63,0.5298114079301081,-5.551115123125783e-16,No
192.168.137.56,204.79.197.200,0.588942916242166,0.4710847865081209,21,0.5300138513751451,-1.6653345369377348e-15,No
10.10.3.101,185.186.244.72,0.5846491908947734,0.4774464780247443,42,0.5310478344597604,-1.5543122344752192e-15,No
10.12.6.101,172.90.70.168,0.2317414279288309,0.8311588541666665,39,0.5314501410477469,1.7763568394002505e-15,Yes
10.12.20.101,84.201.32.116,0.5001157434199865,0.5639586067891017,27,0.532037175104545,-8.881784197001252e-16,No
172.16.124.217,204.79.197.200,0.6464646464646465,0.42029548413825757,36,0.5333800653014542,-2.220446049250313e-15,No
10.0.0.101,198.46.190.14,0.06832048989072535,1.0,24,0.5341602449453593,3.3306690738754696e-15,Yes
10.5.26.4,5.199.162.3,0.7074074074074074,0.36144808785690563,36,0.5344277476321593,-2.7755575615628914e-15,No
10.9.19.102,190.106.97.230,0.33762330059109064,0.7394394436896135,27,0.5385313721403512,8.881784197001252e-16,No
10.11.22.101,178.210.51.222,0.19189600571615203,0.8926266906082003,42,0.542261348162174,2.220446049250313e-15,Yes
10.12.20.101,170.238.117.187,0.6672286305826676,0.4192321605868348,24,0.5432303955847535,-2.3314683517128287e-15,No
172.16.10.101,74.120.55.163,0.33358075952107563,0.763427734375,21,0.5485042469480368,9.992007221626409e-16,No
10.10.22.101,85.25.255.207,0.2676021300305195,0.8346668265716374,24,0.5511344783010768,1.6653345369377348e-15,Yes
10.12.9.102,100.14.117.137,0.24274635423851978,0.8615899159681983,30,0.5521681351033572,1.887379141862766e-15,Yes
10.8.3.101,185.20.226.135,0.6562439763183258,0.44997847029931437,24,0.5531112233088221,-2.1094237467877974e-15,No
10.4.18.102,162.244.32.123,0.6000772239533259,0.5118957041557605,24,0.5559864640545447,-1.5543122344752192e-15,No
10.11.25.101,192.161.190.171,0.3432701101336717,0.7702663845486114,27,0.5567682473411406,8.881784197001252e-16,No
10.12.20.101,24.181.125.62,0.29203924732956776,0.8235220357674319,21,0.5577806415484984,1.4432899320127035e-15,Yes
10.7.17.101,212.51.142.238,0.3869951230736531,0.7289948640046215,27,0.5579949935391367,5.551115123125783e-16,No
10.12.28.101,75.177.207.146,0.8777777777777778,0.23856857196003414,27,0.55817317486891,-4.107825191113079e-15,Yes
10.3.15.106,185.158.153.228,0.7082437275985664,0.40995165104800285,21,0.5590976893232871,-2.4424906541753444e-15,No
10.6.27.102,146.185.243.152,0.6210333388928315,0.4984056479614695,33,0.5597194934271521,-1.5543122344752192e-15,No
10.9.25.102,179.62.18.56,0.2371669915529565,0.8856852213541666,33,0.5614261064535595,1.9984014443252818e-15,Yes
10.2.13.101,62.75.198.163,0.5636680899743355,0.5662425313638911,27,0.5649553106691143,-9.992007221626409e-16,No
192.168.122.182,136.243.34.28,0.13504255435028903,1.0,30,0.5675212771751414,3.1086244689504383e-15,Yes
10.12.14.101,110.37.219.134,0.13721196768782437,1.0,57,0.5686059838439091,2.9976021664879227e-15,Yes
10.10.27.101,195.123.209.74,0.641991341991342,0.4959387400793651,21,0.5689650410353553,-1.7763568394002505e-15,No
10.10.22.101,186.4.172.5,0.23579427181126222,0.9046468098958332,21,0.5702205408535456,2.1094237467877974e-15,Yes
10.9.19.101,170.238.117.187,0.4259259259259259,0.7150568261368727,21,0.570491376031399,3.3306690738754696e-16,No
10.9.21.101,95.43.57.155,0.4976547272193999,0.6441514281036795,30,0.57090307766154,-3.3306690738754696e-16,No
10.11.21.101,92.119.123.10,0.32474239122993986,0.8205134694169207,36,0.572627930323429,1.3322676295501878e-15,Yes
192.168.204.141,91.230.60.48,0.6802469135802469,0.4655815417833007,27,0.5729142276817758,-1.9984014443252818e-15,No
10.11.22.101,46.101.7.140,0.31001419997799773,0.8359255323223039,21,0.5729698661501493,1.4432899320127035e-15,Yes
10.12.6.101,195.123.210.75,0.6716049382716051,0.4779947916666667,21,0.5747998649691378,-1.887379141862766e-15,No
10.10.1.101,67.225.229.55,0.28619667170953106,0.8641265293337268,30,0.5751616005216272,1.6653345369377348e-15,Yes
10.11.21.101,83.169.33.157,0.2726557873310742,0.8784993489583334,36,0.575577568144702,1.7763568394002505e-15,Yes
10.8.31.101,85.143.175.82,0.6304762781658415,0.5206933348997493,33,0.5755848065327969,-1.4432899320127035e-15,No
10.4.7.101,205.185.216.42,0.1513225073905308,1.0,21,0.5756612536952623,3.1086244689504383e-15,Yes
192.168.122.196,77.123.137.221,0.16133654282610618,0.9900309244791666,27,0.5756837336526335,2.886579864025407e-15,Yes
172.17.1.101,170.238.117.187,0.3571553802323033,0.7973408048115079,21,0.5772480925219046,1.1102230246251565e-15,No
172.16.1.141,23.65.180.90,0.6591985428051003,0.49560142222030384,21,0.5773999825127039,-1.7763568394002505e-15,No
10.12.31.101,152.170.79.100,0.834920634920635,0.3209851323341837,21,0.5779528836274127,-3.4416913763379853e-15,Yes
10.12.26.101,203.176.135.102,0.5211786372007366,0.6377095804586039,21,0.5794441088296707,-4.440892098500626e-16,No
10.1.25.103,62.76.89.178,0.6250052181173033,0.535613507855663,39,0.5803093629864846,-1.5543122344752192e-15,No
10.11.13.102,51.254.218.210,0.1926419672461396,0.9730224609375,24,0.5828322140918171,2.7755575615628914e-15,Yes
10.4.19.103,104.193.252.241,0.6604336043360434,0.5067983574674894,24,0.583615980901768,-1.6653345369377348e-15,No
10.11.13.102,186.1.41.111,0.2454289999943716,0.9256295868844697,39,0.5855292934394185,2.1094237467877974e-15,Yes
10.7.21.101,124.45.106.173,0.6809523809523809,0.4907004616477328,45,0.5858264213000588,-1.9984014443252818e-15,No
10.0.95.221,170.238.117.187,0.6352941176470588,0.5503706498579546,21,0.592832383752508,-1.3322676295501878e-15,No
10.0.0.102,198.46.190.14,0.18645944209747303,1.0,24,0.5932297210487336,2.886579864025407e-15,Yes
10.8.16.102,98.220.219.68,0.18996198871182332,1.0,42,0.5949809943559088,2.886579864025407e-15,Yes
10.11.11.101,45.77.210.171,0.3681868743047831,0.826904296875,21,0.5975455855898903,1.2212453270876722e-15,Yes
10.7.31.101,201.235.10.215,0.3877143748051138,0.8090006510416666,39,0.5983575129233891,1.1102230246251565e-15,Yes
10.7.23.102,71.177.184.128,0.19684955563833753,1.0,48,0.5984247778191659,2.886579864025407e-15,Yes
192.168.122.128,95.173.172.175,0.37404580152671757,0.8229166666666666,21,0.598481234096691,1.1102230246251565e-15,Yes
192.168.122.155,83.149.127.9,0.6444701814890595,0.5547568818442842,24,0.5996135316666733,-1.4432899320127035e-15,No
10.3.29.105,95.211.205.228,0.6555684234320599,0.5440098668003941,24,0.5997891451162285,-1.5543122344752192e-15,No
10.8.10.101,91.228.239.205,0.6555684982775394,0.5511431630801326,24,0.6033558306788374,-1.3322676295501878e-15,No
172.16.3.122,54.156.10.4,0.8444444444444444,0.3630085425413055,21,0.6037264934928782,-3.219646771412954e-15,Yes
10.7.20.101,185.111.107.82,0.6024904178751411,0.6071988123691102,30,0.6048446151221266,-9.992007221626409e-16,No
192.168.1.96,185.22.232.175,0.676041775174867,0.5347502221365343,27,0.6053959986557023,-1.5543122344752192e-15,No
172.17.1.101,104.239.175.211,0.28808979954919295,0.9227594113817402,36,0.6054246054654645,2.1094237467877974e-15,Yes
10.11.29.101,173.201.20.6,0.22739230573944022,0.98681640625,21,0.6071043559947175,2.6645352591003757e-15,Yes
10.9.1.101,118.110.236.121,0.6563878485226801,0.5623643663194445,36,0.6093761074210637,-1.4432899320127035e-15,No
172.16.45.52,204.79.197.200,0.7666666666666666,0.45619041164687113,42,0.6114285391567713,-2.4424906541753444e-15,No
10.3.23.103,104.193.252.245,0.7202898550724638,0.5030511109110031,42,0.6116704829917354,-1.9984014443252818e-15,No
192.168.1.96,65.52.128.33,0.7790123456790122,0.44658015036304866,24,0.6127962480210329,-2.4424906541753444e-15,No
172.16.3.122,64.74.236.18,0.9888888888888889,0.2369624196141479,21,0.6129256542515229,-4.440892098500626e-15,Yes
172.16.3.122,50.31.185.52,1.0,0.2258522727272796,45,0.6129261363636445,-4.6629367034256575e-15,Yes
10.6.6.104,91.230.60.13,0.6575757575757576,0.5707037303433266,72,0.6141397439595434,-1.3322676295501878e-15,No
10.3.29.106,95.211.205.228,0.6659075224292615,0.5626132109352588,24,0.6142603666822617,-1.5543122344752192e-15,No
10.10.21.102,192.241.241.221,0.888888888888889,0.3413688523775445,33,0.6151288706332203,-3.552713678800501e-15,Yes
10.8.6.103,54.39.58.168,0.23778949782160055,1.0,36,0.6188947489107977,2.6645352591003757e-15,Yes
10.6.16.102,158.69.99.214,0.5556327169424543,0.6849098488136575,84,0.6202712828780562,-3.3306690738754696e-16,No
192.168.14.132,212.83.188.39,0.633356481749403,0.6081206419757595,30,0.6207385618625822,-9.992007221626409e-16,No
10.6.14.101,146.185.254.187,0.6555684979760211,0.5872306093828675,24,0.6213995536794457,-1.3322676295501878e-15,No
10.8.14.101,216.21.168.27,0.24575498665110293,1.0,39,0.6228774933255488,2.6645352591003757e-15,Yes
10.5.4.101,173.78.254.86,0.24584579972791598,1.0,33,0.6229228998639553,2.6645352591003757e-15,Yes
192.168.1.96,94.23.37.199,0.6444701695714623,0.6038386211451618,24,0.6241543953583132,-1.1102230246251565e-15,No
10.2.1.101,37.143.15.137,0.6458133698380105,0.6083225861760496,51,0.6270679780070312,-1.1102230246251565e-15,No
10.12.29.102,23.88.147.108,0.8111111111111112,0.4447416814770932,60,0.6279263962941048,-2.6645352591003757e-15,Yes
10.6.12.203,5.101.51.151,0.6555632716942454,0.6017435680529473,42,0.6286534198735976,-1.2212453270876722e-15,No
10.20.30.101,120.151.194.117,0.4970415339560936,0.7647298177083334,24,0.6308856758322131,3.3306690738754696e-16,No
10.1.26.101,194.31.59.5,0.6444573088446611,0.6210861121565269,24,0.632771710500595,-9.992007221626409e-16,No
10.4.27.102,46.4.251.184,0.26571111566709676,1.0,45,0.6328555578335457,2.6645352591003757e-15,Yes
172.17.1.129,24.206.17.102,0.2670455502231203,1.0,21,0.6335227751115575,2.6645352591003757e-15,Yes
10.3.13.103,85.217.170.81,0.623404255319149,0.6442087657416045,99,0.6338065105303776,-8.881784197001252e-16,No
10.6.18.101,165.232.183.49,0.6587151132174829,0.615503274690877,69,0.6371091939541811,-1.1102230246251565e-15,No
172.16.1.101,70.175.171.251,0.31630447653531574,0.960693359375,21,0.6384989179551557,2.220446049250313e-15,Yes
10.2.16.101,46.148.26.79,0.41140786615917246,0.8667609554597702,24,0.63908441080947,1.3322676295501878e-15,Yes
10.4.22.101,104.193.252.241,0.7560386473429951,0.5240063732722962,33,0.6400225103076476,-1.9984014443252818e-15,No
10.5.9.101,50.37.10.78,0.2805582879751678,1.0,72,0.6402791439875813,2.55351295663786e-15,Yes
10.2.2.101,192.254.79.71,0.796551724137931,0.4943524863244879,81,0.6454521052312118,-2.3314683517128287e-15,No
10.9.22.101,144.217.64.68,1.0,0.2977081276665759,102,0.6488540638332921,-4.218847493575595e-15,Yes
10.20.30.101,80.86.91.91,0.54030199038373,0.763427734375,75,0.6518648623793648,2.220446049250313e-16,No
10.10.21.101,104.238.134.63,0.8444444444444444,0.4610861073369565,27,0.6527652758907032,-2.7755575615628914e-15,Yes
10.9.30.101,80.87.201.221,0.6563705514805759,0.6516655815972222,36,0.6540180665388999,-8.881784197001252e-16,No
10.72.33.165,188.226.165.170,0.6563715490276077,0.6529676649305556,36,0.6546696069790825,-8.881784197001252e-16,No
10.8.26.101,179.43.146.90,0.333796881096136,0.9803059895833334,24,0.6570514353397325,2.1094237467877974e-15,Yes
172.16.3.122,68.67.179.197,0.33368055957437776,0.9806315104166666,27,0.65715603499552,2.220446049250313e-15,Yes
10.7.17.103,198.27.69.201,0.6563209593060338,0.6607801649305556,66,0.6585505621182955,-7.771561172376096e-16,No
10.7.23.102,129.89.95.110,0.31867821332985224,1.0,30,0.6593391066649238,2.3314683517128287e-15,Yes
192.168.56.102,216.151.164.53,0.3196151941713235,1.0,24,0.6598075970856594,2.3314683517128287e-15,Yes
10.3.30.101,173.247.240.210,0.3237989814758286,1.0,24,0.6618994907379119,2.4424906541753444e-15,Yes
10.12.6.101,47.52.45.178,0.32416433936221417,1.0,42,0.6620821696811048,2.3314683517128287e-15,Yes
10.11.22.101,170.238.117.187,0.9666666666666667,0.3581540704488883,30,0.6624103685577812,-3.774758283725532e-15,Yes
192.168.204.230,78.153.149.219,0.33399124843906414,0.9939371744791666,39,0.6639642114591131,2.220446049250313e-15,Yes
10.7.24.102,195.158.255.102,0.33334110424680424,0.9951578776041666,21,0.6642494909254831,2.3314683517128287e-15,Yes
10.7.19.101,187.192.180.144,0.33116466757553736,1.0,27,0.6655823337877663,2.3314683517128287e-15,Yes
10.2.5.101,81.17.21.98,0.3338056578280042,0.99853515625,36,0.6661704070389998,2.3314683517128287e-15,Yes
10.4.23.102,199.188.200.49,0.3444444444444444,0.9881998697916666,33,0.6663221571180533,2.220446049250313e-15,Yes
172.16.2.83,185.225.19.35,0.3347348207683403,0.99853515625,99,0.6666349885091678,2.3314683517128287e-15,Yes
192.168.204.147,80.85.85.56,0.33355714642933215,1.0,24,0.6667785732146638,2.220446049250313e-15,Yes
172.16.165.133,23.21.204.69,0.3335651501980103,1.0,21,0.6667825750990028,2.3314683517128287e-15,Yes
10.4.22.101,192.169.189.151,0.33373267686409697,1.0,24,0.6668663384320461,2.3314683517128287e-15,Yes
10.12.26.102,94.242.198.167,0.3342624962736694,0.9996337890625,27,0.6669481426680823,2.3314683517128287e-15,Yes
172.16.3.122,204.2.250.100,0.333900139125058,1.0,24,0.6669500695625267,2.3314683517128287e-15,Yes
172.16.3.122,8.43.72.32,0.33391317569352363,1.0,24,0.6669565878467595,2.3314683517128287e-15,Yes
10.11.8.102,198.70.249.177,0.33397377284459306,1.0,60,0.6669868864222942,2.3314683517128287e-15,Yes
10.11.8.102,198.70.249.176,0.33405093423149185,1.0,60,0.6670254671157436,2.3314683517128287e-15,Yes
10.12.14.101,81.136.148.196,0.3342119032689311,1.0,30,0.6671059516344633,2.220446049250313e-15,Yes
172.16.10.101,176.10.250.88,0.5318840579710145,0.8050944010416666,21,0.66848922950634,4.440892098500626e-16,Yes
192.168.204.142,162.244.33.39,0.33785816085514914,1.0,30,0.6689290804275723,2.3314683517128287e-15,Yes
1.8.31.101,173.232.44.66,0.3387096774193548,1.0,21,0.669354838709675,2.3314683517128287e-15,Yes
10.9.19.101,194.87.237.74,0.3391304347826087,1.0,21,0.669565217391302,2.3314683517128287e-15,Yes
10.9.5.101,45.141.101.242,0.33918128654970764,1.0,21,0.6695906432748515,2.3314683517128287e-15,Yes
10.9.26.101,45.15.253.231,0.33939393939393936,1.0,21,0.6696969696969675,2.220446049250313e-15,Yes
10.0.95.221,162.218.210.178,0.3395061728395062,1.0,21,0.6697530864197508,2.220446049250313e-15,Yes
192.168.122.128,185.94.97.2,0.5176470588235295,0.8229166666666666,21,0.6702818627450975,5.551115123125783e-16,Yes
10.3.23.101,5.101.51.141,0.3422222222222222,1.0,45,0.6711111111111088,2.3314683517128287e-15,Yes
10.9.1.102,94.242.198.167,0.3436127115942367,0.9996337890625,93,0.6716232503283661,2.220446049250313e-15,Yes
10.2.21.201,91.198.22.70,0.3440412576115323,1.0,33,0.6720206288057639,2.3314683517128287e-15,Yes
10.12.6.101,94.242.198.167,0.34511655656692924,0.9996337890625,165,0.6723751728147124,2.220446049250313e-15,Yes
10.10.29.101,212.80.217.230,0.3448275862068965,1.0,21,0.672413793103446,2.3314683517128287e-15,Yes
10.1.14.101,187.163.213.124,0.34510597554075817,1.0,21,0.6725529877703769,2.220446049250313e-15,Yes
192.168.1.104,50.2.98.81,0.35517241379310344,0.9947916666666666,24,0.6749820402298828,2.220446049250313e-15,Yes
10.9.16.102,95.142.47.73,0.35042735042735046,1.0,21,0.675213675213673,2.220446049250313e-15,Yes
172.16.4.205,31.7.62.214,0.35714890989867687,0.99853515625,342,0.6778420330743362,2.220446049250313e-15,Yes
10.10.9.102,176.119.156.135,0.359375,1.0,21,0.6796874999999978,2.220446049250313e-15,Yes
10.10.21.101,193.9.60.168,0.3602150537634408,1.0,21,0.6801075268817182,2.220446049250313e-15,Yes
10.10.10.183,81.21.85.89,0.36635220125786166,1.0,21,0.6831761006289286,2.220446049250313e-15,Yes
10.2.9.101,104.160.190.114,0.8666666666666667,0.5003083451109712,30,0.6834875058888215,-2.4424906541753444e-15,Yes
10.12.23.102,203.157.152.9,1.0,0.37042387512163893,30,0.6852119375608232,-3.774758283725532e-15,Yes
10.8.10.104,201.229.10.109,0.3742455611388298,1.0,21,0.6871227805694127,2.220446049250313e-15,Yes
10.9.3.101,54.37.42.48,0.5709485118008368,0.8070475260416666,51,0.6889980189212515,2.220446049250313e-16,Yes
10.2.23.102,91.201.214.251,0.6611577964519141,0.7183740234375001,21,0.6897659099447075,-4.440892098500626e-16,No
172.16.4.193,204.79.197.200,1.0,0.3796682247009861,54,0.6898341123504967,-3.6637359812630166e-15,Yes
192.168.1.106,120.146.252.247,0.7102564102564103,0.6712432758575337,21,0.690749843056973,-8.881784197001252e-16,No
10.9.14.101,51.38.124.206,0.658287795992714,0.7250886140046215,42,0.6916882049986683,-5.551115123125783e-16,No
10.9.21.101,93.171.216.66,1.0,0.38369276258680557,24,0.6918463812934065,-3.6637359812630166e-15,Yes
10.8.21.103,47.74.40.118,0.5667825710687159,0.8194986979166666,24,0.6931406344926909,3.3306690738754696e-16,Yes
10.3.14.107,185.82.217.58,1.0,0.3873346864787579,30,0.6936673432393827,-3.774758283725532e-15,Yes
10.14.106.192,13.107.5.80,0.3883495145631068,1.0,21,0.6941747572815513,2.1094237467877974e-15,Yes
10.10.8.101,129.226.35.188,0.7000000000000001,0.6926818161867976,57,0.6963409080933997,-7.771561172376096e-16,No
192.168.1.96,82.208.109.253,1.0,0.39342441397557854,27,0.6967122069877929,-3.6637359812630166e-15,Yes
10.1.6.147,204.79.197.200,1.0,0.3936398201482994,27,0.6968199100741533,-3.6637359812630166e-15,Yes
10.6.6.102,47.91.78.49,0.6977777777777777,0.7016927083333333,36,0.6997352430555563,-8.881784197001252e-16,No
10.0.0.149,68.67.179.89,0.40006945730690874,1.0,21,0.7000347286534523,2.1094237467877974e-15,Yes
10.0.0.149,208.185.50.98,0.40006945730690874,1.0,21,0.7000347286534523,2.1094237467877974e-15,Yes
10.3.13.102,45.76.36.195,1.0,0.40133329300529036,24,0.7006666465026488,-3.552713678800501e-15,Yes
10.6.25.102,84.38.183.162,0.5889351873286315,0.8186891276041667,63,0.7038121574663987,4.440892098500626e-16,Yes
172.17.1.101,149.28.93.234,0.6708812260536399,0.7371907552083333,21,0.7040359906309871,-5.551115123125783e-16,No
10.4.26.102,46.4.251.184,0.41357809515657573,1.0,21,0.7067890475782859,1.9984014443252818e-15,Yes
172.16.165.132,81.17.30.42,1.0,0.41477196369696107,24,0.7073859818484841,-3.552713678800501e-15,Yes
10.12.23.101,81.177.3.145,0.7837606837606836,0.6367855161568369,24,0.7102730999587618,-1.4432899320127035e-15,No
10.6.9.102,188.68.221.239,0.6333564820173306,0.804506219681041,72,0.7189313508491857,1.1102230246251565e-16,Yes
10.8.6.101,186.103.141.250,0.6349297573435505,0.8037923177083334,39,0.7193610375259418,1.1102230246251565e-16,Yes
172.16.3.122,54.87.174.85,1.0,0.4401209214154411,81,0.720060460707724,-3.4416913763379853e-15,Yes
192.168.1.104,50.7.74.42,0.440715883668904,1.0,24,0.7203579418344501,1.887379141862766e-15,Yes
192.168.204.211,46.160.212.27,0.44286892591675014,1.0,54,0.7214344629583732,1.887379141862766e-15,Yes
10.12.11.101,104.124.61.10,0.44459876721824204,1.0,33,0.7222993836091192,1.887379141862766e-15,Yes
10.11.23.101,96.7.86.32,1.0,0.4495349967355174,45,0.7247674983677621,-3.4416913763379853e-15,Yes
10.11.23.101,20.189.118.208,1.0,0.4495349967355174,45,0.7247674983677621,-3.4416913763379853e-15,Yes
172.16.1.141,172.217.28.67,0.44958540630182425,1.0,21,0.7247927031509103,1.887379141862766e-15,Yes
10.4.21.103,198.54.125.57,0.4524627720504009,1.0,84,0.7262313860251985,1.887379141862766e-15,Yes
10.11.16.102,185.164.64.156,1.0,0.45972977053140096,39,0.7298648852657038,-3.3306690738754696e-15,Yes
10.12.5.102,200.6.168.130,0.46021706965160414,1.0,21,0.7301085348258003,1.7763568394002505e-15,Yes
192.168.1.107,5.45.65.142,0.4668055571630845,1.0,99,0.7334027785815405,1.7763568394002505e-15,Yes
10.3.9.101,85.217.170.81,1.0,0.46774650424988035,30,0.7338732521249435,-3.3306690738754696e-15,Yes
10.1.9.103,212.5.159.61,0.4813400167084378,0.9874674479166666,48,0.7344037323125505,1.6653345369377348e-15,Yes
10.6.30.101,95.169.182.116,0.4775956284153005,1.0,27,0.7387978142076486,1.6653345369377348e-15,Yes
10.2.6.102,178.208.77.233,0.8962810322833873,0.5817676852923525,78,0.7390243587878721,-2.220446049250313e-15,Yes
10.11.29.102,107.190.203.165,0.4834916864608076,1.0,24,0.741745843230402,1.7763568394002505e-15,Yes
192.168.204.148,192.185.52.100,0.48901234853687453,1.0,21,0.7445061742684356,1.6653345369377348e-15,Yes
172.16.3.122,72.21.206.141,0.48901274850949134,1.0,21,0.744506374254744,1.6653345369377348e-15,Yes
10.4.15.103,51.141.33.47,0.4914089347079038,1.0,87,0.7457044673539502,1.6653345369377348e-15,Yes
10.11.13.101,170.238.117.187,0.6888888888888888,0.8090878441220237,21,0.7489883665054564,-2.220446049250313e-16,Yes
10.7.20.101,181.30.69.50,0.7568627450980392,0.7432454427083334,36,0.750054093903187,-6.661338147750939e-16,No
172.16.165.132,192.30.138.146,0.5001157420803481,1.0,153,0.7500578710401724,1.6653345369377348e-15,Yes
10.3.13.103,31.31.204.161,0.6770609318996416,0.824951171875,72,0.7510060518873207,0.0,Yes
